Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge,drv_trade_client_account_execution_id
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,6,INDI,INDI,16/07/2021,$10.00,P,$0.87,DIFESA,Per Unit,0.05,0,-0.4,$(2.1000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,5,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(3.5000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,INDI,INDI,16/07/2021,$10.00,P,$0.88,DIFESA,Per Unit,0.05,0,-0.4,$(1.4000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,3,INDI,INDI,16/07/2021,$10.00,P,$0.88,DIFESA,Per Unit,0.05,0,-0.75,$(2.1000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$1.03,DIFESA,Per Unit,0.05,0,0,$0.0500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(1.4000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,-0.4,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,0,$0.0500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.88,DIFESA,Per Unit,0.05,0,0,$0.0500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(1.4000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(1.4000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,9,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.4,$(3.1500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,3,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,0,$0.1500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,8,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(5.6000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,11,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,-0.75,$(7.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,0,$0.0500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,3,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.4,$(1.0500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,INDI,INDI,16/07/2021,$10.00,P,$0.84,DIFESA,Per Unit,0.05,0,-0.75,$(2.8000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,2,INDI,INDI,16/07/2021,$10.00,P,$0.84,DIFESA,Per Unit,0.05,0,-0.75,$(1.4000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.84,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.92,DIFESA,Per Unit,0.05,0,-0.4,$(0.3500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.92,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.92,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.92,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.95,DIFESA,Per Unit,0.05,0,-0.4,$(0.3500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.92,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.90,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,9,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.4,$(3.1500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,7,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.4,$(2.4500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,6,INDI,INDI,16/07/2021,$10.00,P,$0.94,DIFESA,Per Unit,0.05,0,-0.4,$(2.1000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,5,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,-0.75,$(3.5000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,INDI,INDI,16/07/2021,$10.00,P,$0.94,DIFESA,Per Unit,0.05,0,-0.4,$(1.4000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,0.0025,$0.0525,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,3,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.4,$(1.0500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.94,DIFESA,Per Unit,0.05,0,-0.4,$(0.3500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.94,DIFESA,Per Unit,0.05,0,0,$0.0500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,3,INDI,INDI,16/07/2021,$10.00,P,$0.91,DIFESA,Per Unit,0.05,0,-0.75,$(2.1000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.95,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.99,DIFESA,Per Unit,0.05,0,0,$0.0500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.4,$(0.3500),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.95,DIFESA,Per Unit,0.05,0,0,$0.0500,305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/14/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,INDI,INDI,16/07/2021,$10.00,P,$0.93,DIFESA,Per Unit,0.05,0,-0.75,$(0.7000),305656
0,6/15/2021,DSmanik,WEX-SWEEP,SLO,1,NGAC,NGAC,16/07/2021,$10.00,C,$0.15,MILTON,Per Unit,0.05,0,-0.85,$(0.8000),316827
0,6/16/2021,DSmanik,WEX-SWEEP,SLO,3,GSAH,GSAH,20/08/2021,$10.00,C,$0.24,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(1.1100),306500
0,6/16/2021,DSmanik,WEX-SWEEP,SLO,1,GSAH,GSAH,20/08/2021,$10.00,C,$0.24,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),306500
0,6/16/2021,DSmanik,WEX-SWEEP,SLO,3,GSAH,GSAH,20/08/2021,$10.00,C,$0.24,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.7500),306500
0,6/16/2021,DSmanik,WEX-SWEEP,SLO,2,GSAH,GSAH,20/08/2021,$10.00,C,$0.24,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.4000),306500
0,6/16/2021,DSmanik,WEX-SWEEP,SLO,1,GSAH,GSAH,20/08/2021,$10.00,C,$0.24,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),306500
0,6/16/2021,DSmanik,WEX-SWEEP,SLO,1,GSAH,GSAH,20/08/2021,$10.00,C,$0.24,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,306500
0,6/16/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,80,.VIX,VIX,20/10/2021,$22.00,P,$4.05,UBS-CUST,Per Unit,0.05,0.02,0,$5.6000,306500
0,6/16/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,80,.VIX,VIX,20/10/2021,$22.00,C,$4.10,UBS-CUST,Per Unit,0.05,0.02,0,$5.6000,306500
0,6/16/2021,DFilippidis,CBOE-WEX-CONNECT,BYC,"4,000",.VIX,VIX,20/10/2021,$150.00,C,$0.09,UBS-CUST,Per Unit,0.05,0.02,0,$280.0000,306500
0,6/16/2021,DFilippidis,BOX-WEX-CONNECT,BYO,800,LQD,LQD,18/06/2021,$140.00,P,$6.95,UBS-CUST,Per Unit,0.05,0.02,0,$56.0000,306500
0,6/16/2021,DFilippidis,BOX-WEX-CONNECT,BYO,800,LQD,LQD,16/07/2021,$140.00,C,$0.02,UBS-CUST,Per Unit,0.05,0.02,0,$56.0000,306500
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,10,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$9.0000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,21,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.0025,$1.1025,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$0.9000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,20,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$18.0000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,4,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$0.2000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,6,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.01,$0.2400,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,7,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$6.3000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,16,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$0.8000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,2,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,14,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.0025,$0.7350,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,3,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.0025,$0.1575,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,9,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$8.1000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,6,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$5.4000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,2,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.65,$1.4000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,11,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$9.9000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,6,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$5.4000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$0.9000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,32,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$1.6000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$0.9000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,6,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$0.3000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,2,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$0.9000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,16,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.5,$(7.2000),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,0.85,$0.9000,306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,10,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.85,$(8.0000),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,9,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.85,$(7.2000),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,9,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.85,$(7.2000),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.8,$(0.7500),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,4,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.8,$(3.0000),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.8,$(0.7500),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,10,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.86,$(8.1000),306069
0,6/17/2021,DSmanik,WEX-BESTX-OPT,BYO,6,LEV,LEV,16/07/2021,$25.00,C,$0.25,DIFESA,Per Unit,0.05,0,-0.8,$(4.5000),306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$12.50,C,$0.23,KEPOS,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,IPOF,IPOF,20/08/2021,$12.50,C,$0.23,KEPOS,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,IPOF,IPOF,20/08/2021,$12.50,C,$0.23,KEPOS,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,3,IPOF,IPOF,20/08/2021,$12.50,C,$0.23,KEPOS,Per Unit,0.05,0,0,$0.1500,306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,IPOF,IPOF,20/08/2021,$12.50,C,$0.23,KEPOS,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,15,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.7500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,7,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.3500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,6,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.3000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,24,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$1.2000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,11,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.5500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,24,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$1.2000,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,11,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.5500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,2,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,10,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.5000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,5,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.2500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,8,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.4000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,7,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.3500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,5,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.2500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,4,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.2000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,7,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.3500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,3,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.1500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,8,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.4000,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,3,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.1500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,12,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.6000,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,15,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.7500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,12,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.6000,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,2,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,2,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,1,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,3,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.1500,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,2,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.1000,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,7,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$0.3500,306069
0,6/17/2021,DSmanik,CBOE-OPT,SLO,34,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$1.7000,306069
0,6/17/2021,DSmanik,ISE-OPT,SLO,41,F,F,18/03/2022,$12.00,P,$0.92,CITI,Per Unit,0.05,0,0,$2.0500,306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,10,IPOF,IPOF,20/08/2021,$12.50,C,$0.22,KEPOS,Per Unit,0.05,0,0,$0.5000,306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$12.50,C,$0.22,KEPOS,Per Unit,0.05,0,0,$0.0500,306069
0,6/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$12.50,C,$0.20,KEPOS,Per Unit,0.05,0,0.49,$0.5400,306069
0,6/18/2021,DSmanik,WEX-SWEEP-SPRD,SLO,34,IPOF,IPOF,20/08/2021,$10.00,C,$0.41,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$1.7850,306067
0,6/18/2021,DSmanik,WEX-SWEEP-SPRD,SLO,50,IPOF,IPOF,20/08/2021,$10.00,C,$0.41,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(10.0000),306067
0,6/18/2021,DSmanik,WEX-SWEEP-SPRD,SLO,5,IPOF,IPOF,20/08/2021,$10.00,C,$0.41,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.2625,306067
0,6/18/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,IPOF,IPOF,20/08/2021,$10.00,C,$0.41,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.4200,306067
0,6/18/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.41,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,306067
0,6/18/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.38,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),306067
0,6/18/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.38,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),306067
0,6/18/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.38,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),306067
