User,Date,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Clearing Fee,Total Charge
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(2.4000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(2.4000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(2.4000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(1.6000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(1.6000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(1.6000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(2.4000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(2.4000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(1.6000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(1.6000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$2.7000
DSmanik,8/9/2021,WEX-SWEEP,SLO,5,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$4.5000
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/9/2021,WEX-SWEEP,SLO,9,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,0,$(0.3700)
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400
DFilippidis,8/9/2021,PHLX-WEX-CONNECT,SLO,1000,GDX,GDX,2022-01-21,$27.00,P,$0.70,UBS-CUST,Per Unit,0.05,0.02,0,0,$70.0000
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,0,$(0.2500)
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/9/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/9/2021,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.18,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,0,$(0.2500)
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,0,$(0.2500)
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,0,$(0.3800)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,0,$(0.2000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,0,$(0.2000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,0,$(0.3700)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,0,$(0.2000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,0,$(0.2500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,0,$(0.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.0400
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,0.48,0,$0.5300
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,0.48,0,$1.0600
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.1050
DSmanik,8/9/2021,WEX-SWEEP,SLO,6,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,0.48,0,$3.1800
DSmanik,8/9/2021,WEX-SWEEP,BYC,6,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.3150
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,IPOF,IPOF,2021-11-19,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$1.6200
DSmanik,8/9/2021,WEX-SWEEP,BYC,3,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.1575
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,BYC,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/9/2021,WEX-SWEEP,SLO,4,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$3.6000
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$0.9000
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/9/2021,WEX-SWEEP,SLO,5,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$4.5000
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,12,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$10.8000
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$1.8000
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(1.5000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(1.6000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,4,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(3.0000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,3,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(2.4000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,2,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(1.5000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,23,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$20.7000
DSmanik,8/9/2021,WEX-SWEEP,SLO,25,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$22.5000
DSmanik,8/9/2021,WEX-SWEEP,SLO,13,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$11.7000
DSmanik,8/9/2021,WEX-SWEEP,SLO,25,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$22.5000
DSmanik,8/9/2021,WEX-SWEEP,SLO,9,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0.85,0,$8.1000
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,14,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(11.2000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,10,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(7.5000)
DSmanik,8/9/2021,WEX-SWEEP,SLO,9,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,1.25,0,$11.7000
DSmanik,8/9/2021,WEX-SWEEP,SLO,6,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,1.25,0,$7.8000
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,8,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(6.4000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,8,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.8,0,$(6.0000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,4,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.8,0,$(3.0000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,5,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(4.0000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,4,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(3.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,1,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,3,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.8,0,$(2.2500)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(7.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,8,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(6.4000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,8,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.8,0,$(6.0000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,10,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(8.0000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,9,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(7.2900)
DSmanik,8/9/2021,WEX-SWEEP,BYO,54,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.85,0,$(43.2000)
DSmanik,8/9/2021,WEX-SWEEP,BYO,49,MYPS,MYPS,2021-08-20,$5.00,P,$0.15,DIFESA-OMNI,Per Unit,0.05,0,-0.86,0,$(39.6900)
DSmanik,8/9/2021,WEX-SWEEP,SLO,1,MCMJ,MCMJ,2021-10-15,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/10/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$1.0800
DSmanik,8/10/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/10/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.85,0,$(0.8000)
DSmanik,8/10/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,-0.8,0,$(0.7500)
DSmanik,8/10/2021,WEX-SWEEP-SPRD,SLO,32,LUXA,LUXA,2021-10-15,$10.00,C,$0.07,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$1.6800
DSmanik,8/10/2021,WEX-SWEEP-SPRD,SLO,60,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$3.1500
DSmanik,8/10/2021,WEX-SWEEP-SPRD,SLO,60,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$3.1500
DSmanik,8/10/2021,WEX-SWEEP,SLO,44,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$1.7600
DSmanik,8/10/2021,WEX-SWEEP,SLO,18,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.7200
DSmanik,8/10/2021,WEX-SWEEP,SLO,12,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,0,$0.4800
DSmanik,8/10/2021,WEX-SWEEP,SLO,100,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$5.2500
DSmanik,8/10/2021,WEX-SWEEP,SLO,78,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$3.9000
DSmanik,8/10/2021,WEX-SWEEP,SLO,65,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$3.4125
DSmanik,8/10/2021,WEX-SWEEP,SLO,55,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$2.8875
DSmanik,8/10/2021,WEX-SWEEP,SLO,19,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.9500
DSmanik,8/10/2021,WEX-SWEEP,SLO,16,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.8000
DSmanik,8/10/2021,WEX-SWEEP,SLO,44,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,0,$2.3100
DSmanik,8/10/2021,WEX-SWEEP,SLO,18,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.9000
DSmanik,8/10/2021,WEX-SWEEP,SLO,14,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.7000
DSmanik,8/10/2021,WEX-SWEEP,SLO,31,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$1.5500
DSmanik,8/10/2021,WEX-SWEEP,SLO,1,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.0500
DSmanik,8/10/2021,WEX-SWEEP,SLO,2,LUXA,LUXA,2021-10-15,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.1000
