WEX Connect Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,,Exch. Fee Rate,Clearing Fee,Total Charge
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,66,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$3.4650
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,75,IPOF,IPOF,17/09/2021,$10.00,C,$0.39,VIVALDI-OMNI,Per Unit,0.05,,-0.25,0,$(15.0000)
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,50,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$2.6250
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.4000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,9,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.3600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,9,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.3600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,8,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.3200
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1200
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.0400
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,7,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2800
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1200
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.4000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.4000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,9,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.3600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.0400
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.0400
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,9,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.3600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,9,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.3600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.4000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.4000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,6,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2400
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.0800
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.0800
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,6,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.3150
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.1050
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,6,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.3000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.0400
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.0400
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$1.8000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$0.9000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.1050
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,6,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.3000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$3.6000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$0.9000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.5250
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.2500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.5250
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,10,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.5,0,$(4.5000)
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.1600
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,8,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.4200
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,8,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.4200
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,-0.01,0,$0.2000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,5,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$4.5000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$0.9000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$3.6000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,4,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$3.6000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$2.7000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,3,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$2.7000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$0.9000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,2,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.1000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.85,0,$0.9000
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.0500
0,07/06/2021,DSmanik,WEX-SWEEP,SLO,1,FPAC,FPAC,20/08/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,33,IPOF,IPOF,17/09/2021,$10.00,C,$0.35,VIVALDI-OMNI,Per Unit,0.05,,0,0,$1.6500
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,67,IPOF,IPOF,17/09/2021,$10.00,C,$0.35,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$3.5175
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,100,IPOF,IPOF,17/09/2021,$10.00,C,$0.36,VIVALDI-OMNI,Per Unit,0.05,,-0.25,0,$(20.0000)
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,IPOF,IPOF,17/09/2021,$10.00,C,$0.35,VIVALDI-OMNI,Per Unit,0.05,,0,0,$0.4000
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,25,IPOF,IPOF,17/09/2021,$10.00,C,$0.40,VIVALDI-OMNI,Per Unit,0.05,,-0.25,0,$(5.0000)
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,IPOF,IPOF,17/09/2021,$10.00,C,$0.35,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.3150
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,9,IPOF,IPOF,17/09/2021,$10.00,C,$0.38,VIVALDI-OMNI,Per Unit,0.05,,-0.25,0,$(1.8000)
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.35,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.37,VIVALDI-OMNI,Per Unit,0.05,,-0.25,0,$(0.2000)
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
0,07/06/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.34,VIVALDI-OMNI,Per Unit,0.05,,0.0025,0,$0.0525
