Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge,modifiedTotalCharge,removed,targetId
0,06/01/2021,DSmanik,WEX-SWEEP,SLO,9,CLDR,CLDR,18/06/2021,$16.00,C,$0.12,VIVALDI,Per Unit,0.05,0,-0.2,$(1.3500),-1.35,undefined,309467
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.15,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.49,$2.7000,2.7,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0,$0.1500,0.15,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.0025,$0.1050,0.105,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.49,$2.7000,2.7,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.49,$2.1600,2.16,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.5,$0.5500,0.55,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.49,$1.0800,1.08,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.14,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.13,VIVALDI,Per Unit,0.05,0,0,$0.3000,0.3,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.13,VIVALDI,Per Unit,0.05,0,0.5,$2.2000,2.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.13,VIVALDI,Per Unit,0.05,0,0.75,$8.0000,8,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.13,VIVALDI,Per Unit,0.05,0,0.5,$5.5000,5.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.13,VIVALDI,Per Unit,0.05,0,0.5,$5.5000,5.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.13,VIVALDI,Per Unit,0.05,0,0.5,$5.5000,5.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,6,CLDR,CLDR,18/06/2021,$16.00,C,$0.13,VIVALDI,Per Unit,0.05,0,0.5,$3.3000,3.3,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.12,VIVALDI,Per Unit,0.05,0,0.5,$1.1000,1.1,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.11,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,0.5,$2.7500,2.75,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,0.5,$2.7500,2.75,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,5,CLDR,CLDR,18/06/2021,$16.00,C,$0.10,VIVALDI,Per Unit,0.05,0,0.5,$2.7500,2.75,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.37,$4.2000,4.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$5.5000,5.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$1.1000,1.1,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0,$0.1500,0.15,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,7,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$3.7800,3.78,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$1.6200,1.62,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,10,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$5.4000,5.4,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$0.5500,0.55,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.49,$1.6200,1.62,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$1.6500,1.65,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,3,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$1.6500,1.65,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,2,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$1.1000,1.1,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$2.2000,2.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.37,$0.4200,0.42,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$0.5500,0.55,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$2.2000,2.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,1,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,282169
0,06/02/2021,DSmanik,WEX-SWEEP,SLO,4,CLDR,CLDR,18/06/2021,$16.00,C,$0.09,VIVALDI,Per Unit,0.05,0,0.5,$2.2000,2.2,undefined,282169
