Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge,targetId,0.﻿Clearing Fee,0.Date,0.User,0.Route,0.Side,0.Exec Qty,0.Security,0.Root,0.Expiry,0.Strike,0.Call/Put,0.Average Price,0.Portfolio,0.Commission Type,0.Commission Rate,0.Exch\. Fee Rate,0.WEX Connect Rate,0.Total Charge,0.modifiedDate,0.modifiedUser,0.modifiedSide,0.modifiedExecQty,0.modifiedSecurity,0.modifiedRoot,0.modifiedExpiry,0.modifiedStrike,0.modifiedCallPut,0.modifiedAveragePrice,0.modifiedPortfolio,0.modifiedCommissionType,0.modifiedCommissionRate,0.modifiedTotalCharge
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,9,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.4500,5/8/2021,dsmanik,b,9,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.45,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,8,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.4000,5/8/2021,dsmanik,b,8,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.4,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.1500,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.15,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,2,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.1000,5/8/2021,dsmanik,b,2,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.1,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,1,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,b,1,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.05,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,2,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$1.8000,5/8/2021,dsmanik,b,2,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,1.8,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,72,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$64.8000,5/8/2021,dsmanik,b,72,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,64.8,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,1,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$0.9000,5/8/2021,dsmanik,b,1,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.9,307401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0800,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.08,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,3,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1500,5/8/2021,dsmanik,s,3,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.15,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.1,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.1050,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.105,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0800,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.08,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.1,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.1,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.1,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,2,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,5/8/2021,dsmanik,s,2,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.1,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.04,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.0525,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.0525,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,08/05/2021,DSmanik,WEX-SWEEP,SLO,1,AGCB,AGCB,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,agcb,agcb,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,0.05,307402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
