Clearing Fee,Commission Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,WEX Connect Rate,Exch\. Fee Rate,Total Charge
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.59 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.59 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.59 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,8,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.40 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,10,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.50 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,13,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.65 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,7,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.35 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,7,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.35 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,18,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.90 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,10,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.50 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.53 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,10,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.50 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,14,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.70 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,7,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.35 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,37,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$1.85 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,8,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.40 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.10 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.30 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.55 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,7,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.35 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.54 ,CITI,Per Unit,0,0,$0.25 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,7,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.35 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,ISE-OPT,SLO,8,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.40 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.15 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.20 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
0,0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,$0.05 
